"","prim_state","area_name","tot_emp","emp_prse","jobs_1000","loc_quotient","mor","high_emp","low_emp"
"246","MN","Duluth, MN-WI",110,21,"0.916","0.89",23.1963536596996,135.51598902567,84.4840109743304
"247","IA","Ames, IA",40,10.3,"0.902","0.88",28.6468957551171,51.4587583020468,28.5412416979532
"248","TX","Victoria, TX",50,5.2,"0.897","0.87",27.3438247019948,63.6719123509974,36.3280876490026
"249","TX","Lubbock, TX",120,4,"0.896","0.87",22.7790656147943,147.334878737753,92.6651212622468
"250","TX","Midland, TX",70,3.9,"0.896","0.87",25.4901630560547,87.8431141392383,52.1568858607617
"251","MT","Great Falls, MT",30,17.5,"0.896","0.87",30.4188995167355,39.1256698550207,20.8743301449793
"252","MO","Joplin, MO",70,14.1,"0.895","0.87",25.4901630560547,87.8431141392383,52.1568858607617
"253","FL","Panama City-Lynn Haven-Panama City Beach, FL",60,2.5,"0.893","0.87",26.3232617283944,75.7939570370366,44.2060429629634
"254","PA","Harrisburg-Carlisle, PA",270,13.2,"0.891","0.87",19.2335820303331,321.930671481899,218.069328518101
"255","AK","Anchorage, AK",160,1.8,"0.888","0.86",21.452108012881,194.32337282061,125.67662717939
"256","CA","Sacramento--Arden-Arcade--Roseville, CA",740,20.6,"0.884","0.86",15.5850398040545,855.329294550004,624.670705449996
"257","MI","Holland-Grand Haven, MI",90,15.5,"0.883","0.86",24.1881044963757,111.769294046738,68.2307059532618
"258","OH","Akron, OH",280,10.8,"0.88","0.85",19.0882019405806,333.446965433626,226.553034566374
"259","TN","Chattanooga, TN-GA",200,11.4,"0.873","0.85",20.4763087074696,240.952617414939,159.047382585061
"260","OR","Medford, OR",70,38.2,"0.872","0.85",25.4901630560547,87.8431141392383,52.1568858607617
"261","LA","Shreveport-Bossier City, LA",150,1.1,"0.871","0.85",21.7429065393556,182.614359809033,117.385640190967
"262","NH","Portsmouth, NH-ME",50,20.9,"0.871","0.85",27.3438247019948,63.6719123509974,36.3280876490026
"263","OH","Sandusky, OH",30,13.3,"0.871","0.85",30.4188995167355,39.1256698550207,20.8743301449793
"264","AL","Decatur, AL",50,17.2,"0.868","0.84",27.3438247019948,63.6719123509974,36.3280876490026
"265","WV","Wheeling, WV-OH",50,26.8,"0.861","0.84",27.3438247019948,63.6719123509974,36.3280876490026
"266","MN","Rochester, MN",90,38.5,"0.86","0.84",24.1881044963757,111.769294046738,68.2307059532618
"267","GA","Savannah, GA",130,12.1,"0.858","0.83",22.4018300382139,159.122379049678,100.877620950322
"268","GA","Brunswick, GA",30,9.4,"0.849","0.82",30.4188995167355,39.1256698550207,20.8743301449793
"269","FL","Sebastian-Vero Beach, FL",40,2.5,"0.848","0.82",28.6468957551171,51.4587583020468,28.5412416979532
"270","TN","Knoxville, TN",270,7,"0.846","0.82",19.2335820303331,321.930671481899,218.069328518101
"271","AL","Huntsville, AL",180,10.8,"0.843","0.82",20.9313885606399,217.676499409152,142.323500590848
"272","PA","Lebanon, PA",40,29.5,"0.84","0.82",28.6468957551171,51.4587583020468,28.5412416979532
"273","AL","Dothan, AL",50,8.9,"0.839","0.82",27.3438247019948,63.6719123509974,36.3280876490026
"274","SC","Spartanburg, SC",100,6.5,"0.838","0.81",23.6622187429873,123.662218742987,76.3377812570127
"275","LA","Houma-Bayou Cane-Thibodaux, LA",80,2.2,"0.837","0.81",24.7898427177849,99.831874174228,60.1681258257721
"276","MI","Muskegon-Norton Shores, MI",50,19.1,"0.832","0.81",27.3438247019948,63.6719123509974,36.3280876490026
"277","FL","Jacksonville, FL",490,10,"0.827","0.8",16.9847855094522,573.225448996316,406.774551003684
"278","MA","Taunton-Norton-Raynham, MA NECTA Division",40,3.7,"0.827","0.8",28.6468957551171,51.4587583020468,28.5412416979532
"279","CO","Denver-Aurora-Broomfield, CO",1050,2.4,"0.822","0.8",14.487887076709,1202.12281430544,897.877185694556
"280","GA","Macon, GA",80,15.8,"0.822","0.8",24.7898427177849,99.831874174228,60.1681258257721
"281","OH","Mansfield, OH",40,17.7,"0.816","0.79",28.6468957551171,51.4587583020468,28.5412416979532
"282","WA","Bremerton-Silverdale, WA",60,4.9,"0.812","0.79",26.3232617283944,75.7939570370366,44.2060429629634
"283","OH","Youngstown-Warren-Boardman, OH-PA",180,13,"0.811","0.79",20.9313885606399,217.676499409152,142.323500590848
"284","MN","Minneapolis-St. Paul-Bloomington, MN-WI",1450,4.8,"0.81","0.79",13.5443950422859,1646.39372811315,1253.60627188686
"285","TX","Houston-Sugar Land-Baytown, TX",2230,2.4,"0.808","0.78",12.3810943107724,2506.09840313022,1953.90159686978
"286","LA","New Orleans-Metairie-Kenner, LA",420,3.7,"0.805","0.78",17.5399017017959,493.667587147543,346.332412852457
"287","OK","Tulsa, OK",340,4.8,"0.805","0.78",18.3304522565607,402.323537672306,277.676462327694
"288","KY","Louisville-Jefferson County, KY-IN",490,3.7,"0.803","0.78",16.9847855094522,573.225448996316,406.774551003684
"289","WI","Green Bay, WI",130,16.5,"0.803","0.78",22.4018300382139,159.122379049678,100.877620950322
"290","LA","Lafayette, LA",120,3.1,"0.801","0.78",22.7790656147943,147.334878737753,92.6651212622468
"291","TX","Longview, TX",80,11.2,"0.801","0.78",24.7898427177849,99.831874174228,60.1681258257721
"292","FL","Tampa-St. Petersburg-Clearwater, FL",920,5.4,"0.798","0.77",14.8929490535928,1057.01513129305,782.984868706946
"293","MI","Lansing-East Lansing, MI",160,12.4,"0.797","0.77",21.452108012881,194.32337282061,125.67662717939
"294","TX","Tyler, TX",70,8.2,"0.797","0.77",25.4901630560547,87.8431141392383,52.1568858607617
"295","NJ","Atlantic City-Hammonton, NJ",110,7.8,"0.795","0.77",23.1963536596996,135.51598902567,84.4840109743304
"296","AZ","Tucson, AZ",280,5.4,"0.792","0.77",19.0882019405806,333.446965433626,226.553034566374
"297","IA","Dubuque, IA",50,9.4,"0.791","0.77",27.3438247019948,63.6719123509974,36.3280876490026
"298","NE","Lincoln, NE",130,2,"0.786","0.76",22.4018300382139,159.122379049678,100.877620950322
"299","TX","Dallas-Plano-Irving, TX Metropolitan Division",1680,4.6,"0.784","0.76",13.1346819934244,1900.66265748953,1459.33734251047
"300","FL","North Port-Bradenton-Sarasota, FL",190,4.2,"0.784","0.76",20.6966085653168,229.323556274102,150.676443725898
"301","FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",570,5.8,"0.781","0.76",16.4572597513939,663.806380582945,476.193619417055
"302","IN","Michigan City-La Porte, IN",30,32.7,"0.779","0.76",30.4188995167355,39.1256698550207,20.8743301449793
"303","WI","Milwaukee-Waukesha-West Allis, WI",630,4.6,"0.777","0.75",16.1171886522543,731.538288509202,528.461711490798
"304","WV","Huntington-Ashland, WV-KY-OH",80,10,"0.777","0.75",24.7898427177849,99.831874174228,60.1681258257721
"305","WV","Charleston, WV",110,13.3,"0.774","0.75",23.1963536596996,135.51598902567,84.4840109743304
"306","MI","Kalamazoo-Portage, MI",100,19,"0.764","0.74",23.6622187429873,123.662218742987,76.3377812570127
"307","CA","Salinas, CA",120,31.1,"0.76","0.74",22.7790656147943,147.334878737753,92.6651212622468
"308","TX","Corpus Christi, TX",140,10.2,"0.755","0.73",22.0581363653482,170.881390911488,109.118609088512
"309","CA","Oakland-Fremont-Hayward, CA Metropolitan Division",760,16.3,"0.754","0.73",15.4985687188877,877.789122263547,642.210877736453
"310","IA","Des Moines-West Des Moines, IA",250,13.8,"0.75","0.73",19.5448959156758,298.862239789189,201.137760210811
"311","NC","Wilmington, NC",100,5.9,"0.749","0.73",23.6622187429873,123.662218742987,76.3377812570127
"312","PA","Williamsport, PA",40,14.5,"0.749","0.73",28.6468957551171,51.4587583020468,28.5412416979532
"313","CA","San Jose-Sunnyvale-Santa Clara, CA",700,12.5,"0.748","0.73",15.7667767422113,810.367437195479,589.632562804521
"314","GA","Columbus, GA-AL",80,14.1,"0.741","0.72",24.7898427177849,99.831874174228,60.1681258257721
"315","SD","Sioux Falls, SD",100,2.7,"0.739","0.72",23.6622187429873,123.662218742987,76.3377812570127
"316","NJ","Vineland-Millville-Bridgeton, NJ",40,5,"0.739","0.72",28.6468957551171,51.4587583020468,28.5412416979532
"317","FL","Port St. Lucie, FL",90,6.1,"0.737","0.72",24.1881044963757,111.769294046738,68.2307059532618
"318","WA","Bellingham, WA",60,16.2,"0.737","0.72",26.3232617283944,75.7939570370366,44.2060429629634
"319","AL","Birmingham-Hoover, AL",360,10.6,"0.736","0.72",18.1131608366473,425.20737901193,294.79262098807
"320","MI","Battle Creek, MI",40,9.3,"0.736","0.72",28.6468957551171,51.4587583020468,28.5412416979532
"321","IL","Rockford, IL",110,14.1,"0.735","0.71",23.1963536596996,135.51598902567,84.4840109743304
"322","IN","Fort Wayne, IN",150,4.9,"0.733","0.71",21.7429065393556,182.614359809033,117.385640190967
"323","FL","Naples-Marco Island, FL",90,1.6,"0.722","0.7",24.1881044963757,111.769294046738,68.2307059532618
"324","MI","Saginaw-Saginaw Township North, MI",60,16.3,"0.716","0.7",26.3232617283944,75.7939570370366,44.2060429629634
"325","PA","Erie, PA",90,18.6,"0.712","0.69",24.1881044963757,111.769294046738,68.2307059532618
"326","GA","Dalton, GA",40,15.2,"0.712","0.69",28.6468957551171,51.4587583020468,28.5412416979532
"327","NM","Farmington, NM",40,4.2,"0.703","0.68",28.6468957551171,51.4587583020468,28.5412416979532
"328","GA","Valdosta, GA",30,10.3,"0.691","0.67",30.4188995167355,39.1256698550207,20.8743301449793
"329","NV","Reno-Sparks, NV",130,0.3,"0.69","0.67",22.4018300382139,159.122379049678,100.877620950322
"330","WI","Wausau, WI",40,21.5,"0.686","0.67",28.6468957551171,51.4587583020468,28.5412416979532
"331","TX","Texarkana-Texarkana, TX-AR",40,9.2,"0.679","0.66",28.6468957551171,51.4587583020468,28.5412416979532
"332","AL","Florence-Muscle Shoals, AL",30,28.3,"0.669","0.65",30.4188995167355,39.1256698550207,20.8743301449793
"333","CO","Grand Junction, CO",40,7.3,"0.668","0.65",28.6468957551171,51.4587583020468,28.5412416979532
"334","FL","Miami-Miami Beach-Kendall, FL Metropolitan Division",680,6.8,"0.663","0.64",15.8624177736548,787.864440860853,572.135559139147
"335","CA","San Luis Obispo-Paso Robles, CA",70,25.6,"0.663","0.64",25.4901630560547,87.8431141392383,52.1568858607617
"336","WI","Racine, WI",50,16.1,"0.663","0.64",27.3438247019948,63.6719123509974,36.3280876490026
"337","CA","Stockton, CA",130,19,"0.661","0.64",22.4018300382139,159.122379049678,100.877620950322
"338","MI","Detroit-Livonia-Dearborn, MI Metropolitan Division",460,8.9,"0.651","0.63",17.2101438432468,539.166661678935,380.833338321065
"339","CA","El Centro, CA",30,12.7,"0.65","0.63",30.4188995167355,39.1256698550207,20.8743301449793
"340","PA","Lancaster, PA",140,15.4,"0.649","0.63",22.0581363653482,170.881390911488,109.118609088512
"341","NM","Albuquerque, NM",240,6.8,"0.645","0.63",19.712064395249,287.308954548598,192.691045451402
"342","PA","York-Hanover, PA",110,11.6,"0.645","0.63",23.1963536596996,135.51598902567,84.4840109743304
"343","CA","Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",2530,5.9,"0.638","0.62",12.0593210599902,2835.10082281775,2224.89917718225
"344","CA","Santa Barbara-Santa Maria-Goleta, CA",100,30.7,"0.606","0.59",23.6622187429873,123.662218742987,76.3377812570127
"345","FL","Orlando-Kissimmee-Sanford, FL",630,1.9,"0.605","0.59",16.1171886522543,731.538288509202,528.461711490798
"346","IN","Elkhart-Goshen, IN",70,5.6,"0.599","0.58",25.4901630560547,87.8431141392383,52.1568858607617
"347","WI","Oshkosh-Neenah, WI",50,13.7,"0.594","0.58",27.3438247019948,63.6719123509974,36.3280876490026
"348","ID","Coeur d'Alene, ID",30,17.9,"0.586","0.57",30.4188995167355,39.1256698550207,20.8743301449793
"349","IN","Evansville, IN-KY",100,4.4,"0.576","0.56",23.6622187429873,123.662218742987,76.3377812570127
"350","CA","Fresno, CA",180,24.4,"0.573","0.56",20.9313885606399,217.676499409152,142.323500590848
"351","UT","Salt Lake City, UT",370,7.5,"0.567","0.55",18.0099170329062,436.636693021753,303.363306978247
"352","FL","Cape Coral-Fort Myers, FL",120,22.2,"0.562","0.55",22.7790656147943,147.334878737753,92.6651212622468
"353","WI","Eau Claire, WI",40,11.7,"0.553","0.54",28.6468957551171,51.4587583020468,28.5412416979532
"354","CA","Vallejo-Fairfield, CA",70,11.2,"0.549","0.53",25.4901630560547,87.8431141392383,52.1568858607617
"355","MI","Flint, MI",70,11.4,"0.541","0.53",25.4901630560547,87.8431141392383,52.1568858607617
"356","AZ","Yuma, AZ",30,20.4,"0.54","0.52",30.4188995167355,39.1256698550207,20.8743301449793
"357","MI","Warren-Troy-Farmington Hills, MI Metropolitan Division",600,8.6,"0.538","0.52",16.2820845784981,697.692507470988,502.307492529012
"358","CA","Napa, CA",40,28.4,"0.533","0.52",28.6468957551171,51.4587583020468,28.5412416979532
"359","AZ","Phoenix-Mesa-Glendale, AZ",950,5.5,"0.531","0.52",14.7935800724721,1090.53901068849,809.460989311515
"360","TX","Odessa, TX",40,0,"0.522","0.51",28.6468957551171,51.4587583020468,28.5412416979532
"361","NM","Las Cruces, NM",40,9,"0.521","0.51",28.6468957551171,51.4587583020468,28.5412416979532
"362","MI","Grand Rapids-Wyoming, MI",210,14.2,"0.516","0.5",20.2689360044171,252.564765609276,167.435234390724
"363","CA","Santa Rosa-Petaluma, CA",90,21.1,"0.509","0.49",24.1881044963757,111.769294046738,68.2307059532618
"364","CA","San Diego-Carlsbad-San Marcos, CA",650,6.6,"0.506","0.49",16.0124430722235,754.080879969453,545.919120030547
"365","NV","Las Vegas-Paradise, NV",410,1,"0.492","0.48",17.6283049770343,482.27605040584,337.723949594159
"366","CA","Chico, CA",30,28.3,"0.49","0.48",30.4188995167355,39.1256698550207,20.8743301449793
"367","WI","Appleton, WI",60,19.6,"0.488","0.47",26.3232617283944,75.7939570370366,44.2060429629634
"368","CA","Riverside-San Bernardino-Ontario, CA",550,19,"0.459","0.45",16.5803549007158,641.191951953937,458.808048046063
"369","CA","Oxnard-Thousand Oaks-Ventura, CA",120,7.8,"0.415","0.4",22.7790656147943,147.334878737753,92.6651212622468
"370","CA","Santa Ana-Anaheim-Irvine, CA Metropolitan Division",570,7,"0.392","0.38",16.4572597513939,663.806380582945,476.193619417055
"371","CA","Modesto, CA",60,30.1,"0.359","0.35",26.3232617283944,75.7939570370366,44.2060429629634
"372","CA","Bakersfield-Delano, CA",90,9.8,"0.304","0.3",24.1881044963757,111.769294046738,68.2307059532618
"373","UT","Ogden-Clearfield, UT",30,15.5,"0.163","0.16",30.4188995167355,39.1256698550207,20.8743301449793
